# 윤활기유 수출단가 순별 잠정치 (수동 입력)
#
# 관세청 공개 API는 완료된 월만 준다(월 확정은 익월 15일경). HS 단위 순별
# 잠정치는 무료 공개 범위 밖이라, 리포트나 관세청 무역통계 화면에서 본
# 순별 누계값을 여기에 옮겨 적는다.
#
# stage = 그 값이 어느 시점 누계인지: 10일 / 20일 / 월누계
#   같은 달에 여러 줄이 있으면 대시보드는 가장 진행된 단계를 쓴다
#   (10일 < 20일 < 월누계). 20일치를 새로 받으면 10일치 줄 아래에 덧붙이면
#   자동으로 20일치로 바뀐다. 지운 뒤 다시 적을 필요 없다.
#
# 관세청 월 확정치가 나오면 그쪽이 최종적으로 이긴다.
#
# usd_ton 은 $/ton. 값을 모르고 증감률만 있으면 비워 두지 말고,
# 직전 확정월에 곱한 파생값을 넣되 note에 '파생'이라고 남긴다.
month,stage,usd_ton,note
2026-07,10일,2123,신영 리포트 7/1~7/10 '6월 대비 +14%' 를 6월 확정 1862.3 에 적용한 파생값
